Timestamp,Nombre_Proceso,PID,Uso_RAM_MB,Usuario,Porcentaje_RAM,Firma_Digital,Nivel_Prioridad,Etiqueta
2025-06-09 07:23:54,msedge.exe,19868,8.57,WAYNA\alexa,0.07,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,msedge.exe,19880,213.09,WAYNA\alexa,1.77,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,svchost.exe,20144,9.62,Desconocido,0.08,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,powershell.exe,20380,68.94,WAYNA\alexa,0.57,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,ai.exe,20768,36.96,WAYNA\alexa,0.31,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,msedgewebview2.exe,21112,121.75,WAYNA\alexa,1.01,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,msedgewebview2.exe,21136,8.5,WAYNA\alexa,0.07,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,msedgewebview2.exe,21348,77.2,WAYNA\alexa,0.64,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,msedgewebview2.exe,21356,39.54,WAYNA\alexa,0.33,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,msedgewebview2.exe,21420,19.49,WAYNA\alexa,0.16,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,msedge.exe,22140,30.7,WAYNA\alexa,0.26,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,CodeSetup-stable-258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3.exe,22144,12.67,WAYNA\alexa,0.11,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,gpg-agent.exe,22176,9.71,WAYNA\alexa,0.08,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,scdaemon.exe,22236,9.15,WAYNA\alexa,0.08,Desconocido,Normal,Desconocida
2025-06-09 07:23:54,svchost.exe,22324,11.55,Desconocido,0.1,Desconocido,Normal,Desconocida
